,orig_index,Bank Group,Bank Address,CAddr,RAddr
1053,1265,1,0,0,C58
1054,1267,0,2,250,F73
1055,1268,1,0,0,C58
1056,1269,0,2,250,F73
1057,1270,0,2,250,F73
1058,1271,1,0,0,C58
1059,1273,0,2,250,F73
1060,1274,1,0,0,C58
1061,1275,0,2,250,F73
1062,1276,0,2,250,F73
1063,1277,1,0,0,C58
1064,1279,0,2,250,F73
1065,1280,1,0,0,C58
1066,1281,0,2,250,F73
1067,1282,0,2,250,F73
1068,1283,1,0,0,C58
1069,1285,0,2,250,F73
1070,1286,1,0,0,C58
1071,1287,0,2,250,F73
1072,1288,0,2,250,F73
1073,1289,1,0,0,C58
1074,1291,0,2,250,F73
1075,1292,1,0,0,C58
1076,1293,0,2,250,F73
1077,1294,0,2,250,F73
1078,1295,1,0,0,C58
1079,1297,0,2,250,F73
1080,1298,1,0,0,C58
1081,1299,0,2,250,F73
1082,1300,0,2,250,F73
1083,1301,1,0,0,C58
1084,1303,0,2,250,F73
1085,1304,1,0,0,C58
1086,1305,0,2,250,F73
1087,1306,0,2,250,F73
1088,1307,1,0,0,C58
1089,1309,0,2,250,F73
1090,1310,1,0,0,C58
1091,1311,0,2,250,F73
1092,1312,0,2,250,F73
1093,1313,1,0,0,C58
1094,1315,0,2,250,F73
1095,1316,1,0,0,C58
1096,1317,0,2,250,F73
1097,1318,0,2,250,F73
1098,1319,1,0,0,C58
1099,1321,0,2,250,F73
1100,1322,1,0,0,C58
1101,1323,0,2,250,F73
1102,1324,0,2,250,F73
1103,1325,1,0,0,C58
1104,1327,0,2,250,F73
1105,1328,1,0,0,C58
1106,1329,0,2,250,F73
1107,1330,0,2,250,F73
1108,1331,1,0,0,C58
1109,1333,0,2,250,F73
1110,1334,1,0,0,C58
1111,1335,0,2,250,F73
1112,1336,0,2,250,F73
1113,1337,1,0,0,C58
1114,1339,0,2,250,F73
1115,1340,1,0,0,C58
1116,1341,0,2,250,F73
1117,1342,0,2,250,F73
1118,1343,1,0,0,C58
1119,1345,0,2,250,F73
1120,1346,1,0,0,C58
1121,1347,0,2,250,F73
1122,1348,0,2,250,F73
1123,1349,1,0,0,C58
1124,1351,0,2,250,F73
1125,1352,1,0,0,C58
1126,1353,0,2,250,F73
1127,1354,0,2,250,F73
1128,1355,1,0,0,C58
1129,1357,0,2,250,F73
1130,1358,1,0,0,C58
1131,1359,0,2,250,F73
1132,1360,0,2,250,F73
1133,1361,1,0,0,C58
1134,1363,0,2,250,F73
1135,1364,1,0,0,C58
1136,1365,0,2,250,F73
1137,1366,0,2,250,F73
1138,1367,1,0,0,C58
1139,1369,0,2,250,F73
1140,1370,1,0,0,C58
1141,1371,0,2,250,F73
1142,1372,0,2,250,F73
1143,1373,1,0,0,C58
1144,1375,0,2,250,F73
1145,1376,1,0,0,C58
1146,1377,0,2,250,F73
1147,1378,0,2,250,F73
1148,1379,1,0,0,C58
1149,1381,0,2,250,F73
1150,1382,1,0,0,C58
1151,1383,0,2,250,F73
1152,1384,0,2,250,F73
1153,1385,1,0,0,C58
1154,1387,0,2,250,F73
1155,1388,1,0,0,C58
1156,1389,0,2,250,F73
1157,1390,0,2,250,F73
1158,1391,1,0,0,C58
1159,1393,0,2,250,F73
1160,1394,1,0,0,C58
1161,1395,0,2,250,F73
1162,1396,0,2,250,F73
1163,1397,1,0,0,C58
1164,1399,0,2,250,F73
1165,1400,1,0,0,C58
1166,1401,0,2,250,F73
1167,1402,0,2,250,F73
1168,1403,1,0,0,C58
1169,1405,0,2,250,F73
1170,1406,1,0,0,C58
1171,1407,0,2,250,F73
1172,1408,0,2,250,F73
1173,1409,1,0,0,C58
1174,1411,0,2,250,F73
1175,1412,1,0,0,C58
1176,1413,0,2,250,F73
1177,1414,0,2,250,F73
1178,1415,1,0,0,C58
1179,1417,0,2,250,F73
1180,1418,1,0,0,C58
1181,1419,0,2,250,F73
1182,1420,0,2,250,F73
1183,1421,1,0,0,C58
1184,1423,0,2,250,F73
1185,1424,1,0,0,C58
1186,1425,0,2,250,F73
1187,1426,0,2,250,F73
1188,1427,1,0,0,C58
1189,1429,0,2,250,F73
1190,1430,1,0,0,C58
1191,1431,0,2,250,F73
1192,1432,0,2,250,F73
1193,1433,1,0,0,C58
1194,1435,0,2,250,F73
1195,1436,1,0,0,C58
1196,1437,0,2,250,F73
1197,1438,0,2,250,F73
1198,1439,1,0,0,C58
1199,1441,0,2,250,F73
1200,1442,1,0,0,C58
1201,1443,0,2,250,F73
1202,1444,0,2,250,F73
1203,1445,1,0,0,C58
1204,1447,0,2,250,F73
1205,1448,1,0,0,C58
1206,1449,0,2,250,F73
1207,1450,0,2,250,F73
1208,1451,1,0,0,C58
1209,1453,0,2,250,F73
1210,1454,1,0,0,C58
1211,1455,0,2,250,F73
1212,1456,0,2,250,F73
1213,1457,1,0,0,C58
1214,1459,0,2,250,F73
1215,1460,1,0,0,C58
1216,1461,0,2,250,F73
1217,1462,0,2,250,F73
1218,1463,1,0,0,C58
1219,1465,0,2,250,F73
1220,1466,1,0,0,C58
1221,1467,0,2,250,F73
1222,1468,0,2,250,F73
1223,1469,1,0,0,C58
1224,1471,0,2,250,F73
1225,1472,1,0,0,C58
1226,1473,0,2,250,F73
1227,1474,0,2,250,F73
1228,1475,1,0,0,C58
1229,1477,0,2,250,F73
1230,1478,1,0,0,C58
1231,1479,0,2,250,F73
1232,1480,0,2,250,F73
1233,1481,1,0,0,C58
1234,1483,0,2,250,F73
1235,1484,1,0,0,C58
1236,1485,0,2,250,F73
1237,1486,0,2,250,F73
1238,1487,1,0,0,C58
1239,1489,0,2,250,F73
1240,1490,1,0,0,C58
1241,1491,0,2,250,F73
1242,1492,0,2,250,F73
1243,1493,1,0,0,C58
1244,1495,0,2,250,F73
1245,1496,1,0,0,C58
1246,1497,0,2,250,F73
1247,1498,0,2,250,F73
1248,1499,1,0,0,C58
1249,1501,0,2,250,F73
1250,1502,1,0,0,C58
1251,1503,0,2,250,F73
1252,1504,0,2,250,F73
1253,1505,1,0,0,C58
1254,1507,0,2,250,F73
1255,1508,1,0,0,C58
1256,1509,0,2,250,F73
1257,1510,0,2,250,F73
1258,1511,1,0,0,C58
1259,1513,0,2,250,F73
1260,1514,1,0,0,C58
1261,1515,0,2,250,F73
1262,1516,0,2,250,F73
1263,1517,1,0,0,C58
1264,1519,0,2,250,F73
1265,1520,1,0,0,C58
1266,1521,0,2,250,F73
1267,1522,0,2,250,F73
1268,1523,1,0,0,C58
1269,1525,0,2,250,F73
1270,1526,1,0,0,C58
1271,1527,0,2,250,F73
1272,1528,0,2,250,F73
1273,1529,1,0,0,C58
1274,1531,0,2,250,F73
1275,1532,1,0,0,C58
1276,1533,0,2,250,F73
1277,1534,0,2,250,F73
1278,1535,1,0,0,C58
1279,1537,0,2,250,F73
1280,1538,1,0,0,C58
1281,1539,0,2,250,F73
1282,1540,0,2,250,F73
1283,1541,1,0,0,C58
1284,1543,0,2,250,F73
1285,1544,1,0,0,C58
1286,1545,0,2,250,F73
1287,1546,0,2,250,F73
1288,1547,1,0,0,C58
1289,1549,0,2,250,F73
1290,1550,1,0,0,C58
1291,1551,0,2,250,F73
1292,1552,0,2,250,F73
1293,1553,1,0,0,C58
1294,1555,0,2,250,F73
1295,1556,1,0,0,C58
1296,1557,0,2,250,F73
1297,1558,0,2,250,F73
1298,1559,1,0,0,C58
1299,1561,0,2,250,F73
1300,1562,1,0,0,C58
1301,1563,0,2,250,F73
1302,1564,0,2,250,F73
1303,1565,1,0,0,C58
1304,1567,0,2,250,F73
1305,1568,1,0,0,C58
1306,1569,0,2,250,F73
1307,1570,0,2,250,F73
1308,1571,1,0,0,C58
1309,1573,0,2,250,F73
1310,1574,1,0,0,C58
1311,1575,0,2,250,F73
1312,1576,0,2,250,F73
1313,1577,1,0,0,C58
1314,1579,0,2,250,F73
1315,1580,1,0,0,C58
1316,1581,0,2,250,F73
1317,1582,0,2,250,F73
1318,1583,1,0,0,C58
1319,1585,0,2,250,F73
1320,1586,1,0,0,C58
1321,1587,0,2,250,F73
1322,1588,0,2,250,F73
1323,1589,1,0,0,C58
1324,1591,0,2,250,F73
1325,1592,1,0,0,C58
1326,1593,0,2,250,F73
1327,1594,0,2,250,F73
1328,1595,1,0,0,C58
1329,1597,0,2,250,F73
1330,1598,1,0,0,C58
1331,1599,0,2,250,F73
1332,1600,0,2,250,F73
1333,1601,1,0,0,C58
1334,1603,0,2,250,F73
1335,1604,1,0,0,C58
1336,1605,0,2,250,F73
1337,1606,0,2,250,F73
1338,1607,1,0,0,C58
1339,1609,0,2,250,F73
1340,1610,1,0,0,C58
1341,1611,0,2,250,F73
1342,1612,0,2,250,F73
1343,1613,1,0,0,C58
1344,1615,0,2,250,F73
1345,1616,1,0,0,C58
1346,1617,0,2,250,F73
1347,1618,0,2,250,F73
1348,1619,1,0,0,C58
1349,1621,0,2,250,F73
1350,1622,1,0,0,C58
1351,1623,0,2,250,F73
1352,1624,0,2,250,F73
1353,1625,1,0,0,C58
1354,1627,0,2,250,F73
1355,1628,1,0,0,C58
1356,1629,0,2,250,F73
1357,1630,0,2,250,F73
1358,1631,1,0,0,C58
1359,1633,0,2,250,F73
1360,1634,1,0,0,C58
1361,1635,0,2,250,F73
1362,1636,0,2,250,F73
1363,1637,1,0,0,C58
1364,1639,0,2,250,F73
1365,1640,1,0,0,C58
1366,1641,0,2,250,F73
1367,1642,0,2,250,F73
1368,1643,1,0,0,C58
1369,1645,0,2,250,F73
1370,1646,1,0,0,C58
1371,1647,0,2,250,F73
1372,1648,0,2,250,F73
1373,1649,1,0,0,C58
1374,1651,0,2,250,F73
1375,1652,1,0,0,C58
1376,1653,0,2,250,F73
1377,1654,0,2,250,F73
1378,1655,1,0,0,C58
1379,1657,0,2,250,F73
1380,1658,1,0,0,C58
1381,1659,0,2,250,F73
1382,1660,0,2,250,F73
1383,1661,1,0,0,C58
1384,1663,0,2,250,F73
1385,1664,1,0,0,C58
1386,1665,0,2,250,F73
1387,1666,1,0,0,C58
1388,1668,0,2,250,F73
1389,1669,1,0,0,C58
1390,1670,0,2,250,F73
1391,1671,0,2,250,F73
1392,1672,1,0,0,C58
1393,1674,0,2,250,F73
1394,1675,1,0,0,C58
1395,1676,0,2,250,F73
1396,1677,0,2,250,F73
1397,1678,1,0,0,C58
1398,1680,0,2,250,F73
1399,1681,1,0,0,C58
1400,1682,0,2,250,F73
1401,1683,0,2,250,F73
1402,1684,1,0,0,C58
1403,1686,0,2,250,F73
1404,1687,1,0,0,C58
1405,1688,0,2,250,F73
1406,1689,0,2,250,F73
1407,1690,1,0,0,C58
1408,1692,0,2,250,F73
1409,1693,1,0,0,C58
1410,1694,0,2,250,F73
1411,1695,0,2,250,F73
1412,1696,1,0,0,C58
1413,1698,0,2,250,F73
1414,1699,1,0,0,C58
1415,1700,0,2,250,F73
1416,1701,0,2,250,F73
1417,1702,1,0,0,C58
1418,1704,0,2,250,F73
1419,1705,1,0,0,C58
1420,1706,0,2,250,F73
1421,1707,0,2,250,F73
1422,1708,1,0,0,C58
1423,1710,0,2,250,F73
1424,1711,1,0,0,C58
1425,1712,0,2,250,F73
1426,1713,0,2,250,F73
1427,1714,1,0,0,C58
1428,1716,0,2,250,F73
1429,1717,1,0,0,C58
1430,1718,0,2,250,F73
1431,1719,0,2,250,F73
1432,1720,1,0,0,C58
1433,1722,0,2,250,F73
1434,1723,1,0,0,C58
1435,1724,0,2,250,F73
1436,1725,0,2,250,F73
1437,1726,1,0,0,C58
1438,1728,0,2,250,F73
1439,1729,1,0,0,C58
1440,1730,0,2,250,F73
1441,1731,0,2,250,F73
1442,1732,1,0,0,C58
1443,1734,0,2,250,F73
1444,1735,1,0,0,C58
1445,1736,0,2,250,F73
1446,1737,0,2,250,F73
1447,1738,1,0,0,C58
1448,1740,0,2,250,F73
1449,1741,1,0,0,C58
1450,1742,0,2,250,F73
1451,1743,0,2,250,F73
1452,1744,1,0,0,C58
1453,1746,0,2,250,F73
1454,1747,1,0,0,C58
1455,1748,0,2,250,F73
1456,1749,0,2,250,F73
1457,1750,1,0,0,C58
1458,1752,0,2,250,F73
1459,1753,1,0,0,C58
1460,1754,0,2,250,F73
1461,1755,0,2,250,F73
1462,1756,1,0,0,C58
1463,1758,0,2,250,F73
1464,1759,1,0,0,C58
1465,1760,0,2,250,F73
1466,1761,0,2,250,F73
1467,1762,1,0,0,C58
1468,1764,0,2,250,F73
1469,1765,1,0,0,C58
1470,1766,0,2,250,F73
1471,1767,0,2,250,F73
1472,1768,1,0,0,C58
1473,1770,0,2,250,F73
1474,1771,1,0,0,C58
1475,1772,0,2,250,F73
1476,1773,0,2,250,F73
1477,1774,1,0,0,C58
1478,1776,0,2,250,F73
1479,1777,1,0,0,C58
1480,1778,0,2,250,F73
1481,1779,0,2,250,F73
1482,1780,1,0,0,C58
1483,1782,0,2,250,F73
1484,1783,1,0,0,C58
1485,1784,0,2,250,F73
1486,1785,0,2,250,F73
1487,1786,1,0,0,C58
1488,1788,0,2,250,F73
1489,1789,1,0,0,C58
1490,1790,0,2,250,F73
1491,1791,0,2,250,F73
1492,1792,1,0,0,C58
1493,1794,0,2,250,F73
1494,1795,1,0,0,C58
1495,1796,0,2,250,F73
1496,1797,0,2,250,F73
1497,1798,1,0,0,C58
1498,1800,0,2,250,F73
1499,1801,1,0,0,C58
1500,1802,0,2,250,F73
1501,1803,0,2,250,F73
1502,1804,1,0,0,C58
1503,1806,0,2,250,F73
1504,1807,1,0,0,C58
1505,1808,0,2,250,F73
1506,1809,0,2,250,F73
1507,1810,1,0,0,C58
1508,1812,0,2,250,F73
1509,1813,1,0,0,C58
1510,1814,0,2,250,F73
1511,1815,0,2,250,F73
1512,1816,1,0,0,C58
1513,1818,0,2,250,F73
1514,1819,1,0,0,C58
1515,1820,0,2,250,F73
1516,1821,0,2,250,F73
1517,1822,1,0,0,C58
1518,1824,0,2,250,F73
1519,1825,1,0,0,C58
1520,1826,0,2,250,F73
1521,1827,0,2,250,F73
1522,1828,1,0,0,C58
1523,1830,0,2,250,F73
1524,1831,1,0,0,C58
1525,1832,0,2,250,F73
1526,1833,0,2,250,F73
1527,1834,1,0,0,C58
1528,1836,0,2,250,F73
1529,1837,1,0,0,C58
1530,1838,0,2,250,F73
1531,1839,0,2,250,F73
1532,1840,1,0,0,C58
1533,1842,0,2,250,F73
1534,1843,1,0,0,C58
1535,1844,0,2,250,F73
1536,1845,0,2,250,F73
1537,1846,1,0,0,C58
1538,1848,0,2,250,F73
1539,1849,1,0,0,C58
1540,1850,0,2,250,F73
1541,1851,0,2,250,F73
1542,1852,1,0,0,C58
1543,1854,0,2,250,F73
1544,1855,1,0,0,C58
1545,1856,0,2,250,F73
1546,1857,0,2,250,F73
1547,1858,1,0,0,C58
1548,1860,0,2,250,F73
1549,1861,1,0,0,C58
1550,1862,0,2,250,F73
1551,1863,0,2,250,F73
1552,1864,1,0,0,C58
1553,1866,0,2,250,F73
1554,1867,1,0,0,C58
1555,1868,0,2,250,F73
1556,1869,0,2,250,F73
1557,1870,1,0,0,C58
1558,1872,0,2,250,F73
1559,1873,1,0,0,C58
1560,1874,0,2,250,F73
1561,1875,0,2,250,F73
1562,1876,1,0,0,C58
1563,1878,0,2,250,F73
1564,1879,1,0,0,C58
1565,1880,0,2,250,F73
1566,1881,0,2,250,F73
1567,1882,1,0,0,C58
1568,1884,0,2,250,F73
1569,1885,1,0,0,C58
1570,1886,0,2,250,F73
1571,1887,0,2,250,F73
1572,1888,1,0,0,C58
1573,1890,0,2,250,F73
1574,1891,1,0,0,C58
1575,1892,0,2,250,F73
1576,1893,0,2,250,F73
1577,1894,1,0,0,C58
1578,1896,0,2,250,F73
1579,1897,1,0,0,C58
1580,1898,0,2,250,F73
1581,1899,0,2,250,F73
1582,1900,1,0,0,C58
1583,1902,0,2,250,F73
1584,1903,1,0,0,C58
1585,1904,0,2,250,F73
1586,1905,0,2,250,F73
1587,1906,1,0,0,C58
1588,1908,0,2,250,F73
1589,1909,1,0,0,C58
1590,1910,0,2,250,F73
1591,1911,0,2,250,F73
1592,1912,1,0,0,C58
1593,1914,0,2,250,F73
1594,1915,1,0,0,C58
1595,1916,0,2,250,F73
1596,1917,0,2,250,F73
1597,1918,1,0,0,C58
1598,1920,0,2,250,F73
1599,1921,1,0,0,C58
1600,1922,0,2,250,F73
1601,1923,0,2,250,F73
1602,1924,1,0,0,C58
1603,1926,0,2,250,F73
1604,1927,1,0,0,C58
1605,1928,0,2,250,F73
1606,1929,0,2,250,F73
1607,1930,1,0,0,C58
1608,1932,0,2,250,F73
1609,1933,1,0,0,C58
1610,1934,0,2,250,F73
1611,1935,0,2,250,F73
1612,1936,1,0,0,C58
1613,1938,0,2,250,F73
1614,1939,1,0,0,C58
1615,1940,0,2,250,F73
1616,1941,0,2,250,F73
1617,1942,1,0,0,C58
1618,1944,0,2,250,F73
1619,1945,1,0,0,C58
1620,1946,0,2,250,F73
1621,1947,0,2,250,F73
1622,1948,1,0,0,C58
1623,1950,0,2,250,F73
1624,1951,1,0,0,C58
1625,1952,0,2,250,F73
1626,1953,0,2,250,F73
1627,1954,1,0,0,C58
1628,1956,0,2,250,F73
1629,1957,1,0,0,C58
1630,1958,0,2,250,F73
1631,1959,0,2,250,F73
1632,1960,1,0,0,C58
1633,1962,0,2,250,F73
1634,1963,1,0,0,C58
1635,1964,0,2,250,F73
1636,1965,0,2,250,F73
1637,1966,1,0,0,C58
1638,1968,0,2,250,F73
1639,1969,1,0,0,C58
1640,1970,0,2,250,F73
1641,1971,0,2,250,F73
1642,1972,1,0,0,C58
1643,1974,0,2,250,F73
1644,1975,1,0,0,C58
1645,1976,0,2,250,F73
1646,1977,0,2,250,F73
1647,1978,1,0,0,C58
1648,1980,0,2,250,F73
1649,1981,1,0,0,C58
1650,1982,0,2,250,F73
1651,1983,0,2,250,F73
1652,1984,1,0,0,C58
1653,1986,0,2,250,F73
1654,1987,1,0,0,C58
1655,1988,0,2,250,F73
1656,1989,0,2,250,F73
1657,1990,1,0,0,C58
1658,1992,0,2,250,F73
1659,1993,1,0,0,C58
1660,1994,0,2,250,F73
1661,1995,0,2,250,F73
1662,1996,1,0,0,C58
1663,1998,0,2,250,F73
1664,1999,1,0,0,C58
1665,2000,0,2,250,F73
1666,2001,0,2,250,F73
1667,2002,1,0,0,C58
1668,2004,0,2,250,F73
1669,2005,1,0,0,C58
1670,2006,0,2,250,F73
1671,2007,0,2,250,F73
1672,2008,1,0,0,C58
1673,2010,0,2,250,F73
1674,2011,1,0,0,C58
1675,2012,0,2,250,F73
1676,2013,0,2,250,F73
1677,2014,1,0,0,C58
1678,2016,0,2,250,F73
1679,2017,1,0,0,C58
1680,2018,0,2,250,F73
1681,2019,0,2,250,F73
1682,2020,1,0,0,C58
1683,2022,0,2,250,F73
1684,2023,1,0,0,C58
1685,2024,0,2,250,F73
1686,2025,0,2,250,F73
1687,2026,1,0,0,C58
1688,2028,0,2,250,F73
1689,2029,1,0,0,C58
1690,2030,0,2,250,F73
1691,2031,0,2,250,F73
1692,2032,1,0,0,C58
1693,2034,0,2,250,F73
1694,2035,1,0,0,C58
1695,2036,0,2,250,F73
1696,2037,0,2,250,F73
1697,2038,1,0,0,C58
1698,2040,0,2,250,F73
1699,2041,1,0,0,C58
1700,2042,0,2,250,F73
1701,2043,0,2,250,F73
1702,2044,1,0,0,C58
1703,2046,0,2,250,F73
1704,2047,1,0,0,C58
1705,2048,0,2,250,F73
1706,2049,0,2,250,F73
1707,2050,1,0,0,C58
1708,2052,0,2,250,F73
1709,2053,1,0,0,C58
1710,2054,0,2,250,F73
1711,2055,0,2,250,F73
1712,2056,1,0,0,C58
1713,2058,0,2,250,F73
1714,2059,1,0,0,C58
1715,2060,0,2,250,F73
1716,2061,0,2,250,F73
1717,2062,1,0,0,C58
1718,2064,0,2,250,F73
1719,2065,1,0,0,C58
1720,2066,0,2,250,F73
1721,2067,0,2,250,F73
1722,2068,1,0,0,C58
1723,2070,0,2,250,F73
1724,2071,1,0,0,C58
1725,2072,0,2,250,F73
1726,2073,0,2,250,F73
1727,2074,1,0,0,C58
1728,2076,0,2,250,F73
1729,2077,1,0,0,C58
1730,2078,0,2,250,F73
1731,2079,0,2,250,F73
1732,2080,1,0,0,C58
1733,2082,0,2,250,F73
1734,2083,1,0,0,C58
1735,2084,0,2,250,F73
1736,2085,0,2,250,F73
1737,2086,1,0,0,C58
1738,2088,0,2,250,F73
1739,2089,1,0,0,C58
1740,2090,0,2,250,F73
1741,2091,1,0,0,C58
1742,2093,0,2,250,F73
1743,2094,1,0,0,C58
1744,2095,0,2,250,F73
1745,2096,0,2,250,F73
1746,2097,1,0,0,C58
1747,2099,0,2,250,F73
1748,2100,1,0,0,C58
1749,2101,0,2,250,F73
1750,2102,0,2,250,F73
1751,2103,1,0,0,C58
1752,2105,0,2,250,F73
1753,2106,1,0,0,C58
1754,2107,0,2,250,F73
1755,2108,0,2,250,F73
1756,2109,1,0,0,C58
1757,2111,0,2,250,F73
1758,2112,1,0,0,C58
1759,2113,0,2,250,F73
1760,2114,0,2,250,F73
1761,2115,1,0,0,C58
1762,2117,0,2,250,F73
1763,2118,1,0,0,C58
1764,2119,0,2,250,F73
1765,2120,0,2,250,F73
1766,2121,1,0,0,C58
1767,2123,0,2,250,F73
1768,2124,1,0,0,C58
1769,2125,0,2,250,F73
1770,2126,0,2,250,F73
1771,2127,1,0,0,C58
1772,2129,0,2,250,F73
1773,2130,1,0,0,C58
1774,2131,0,2,250,F73
1775,2132,0,2,250,F73
1776,2133,1,0,0,C58
1777,2135,0,2,250,F73
1778,2136,1,0,0,C58
1779,2137,0,2,250,F73
1780,2138,0,2,250,F73
1781,2139,1,0,0,C58
1782,2141,0,2,250,F73
1783,2142,1,0,0,C58
1784,2143,0,2,250,F73
1785,2144,0,2,250,F73
1786,2145,1,0,0,C58
1787,2147,0,2,250,F73
1788,2148,1,0,0,C58
1789,2149,0,2,250,F73
1790,2150,0,2,250,F73
1791,2151,1,0,0,C58
1792,2153,0,2,250,F73
1793,2154,1,0,0,C58
1794,2155,0,2,250,F73
1795,2156,0,2,250,F73
1796,2157,1,0,0,C58
1797,2159,0,2,250,F73
1798,2160,1,0,0,C58
1799,2161,0,2,250,F73
1800,2162,0,2,250,F73
1801,2163,1,0,0,C58
1802,2165,0,2,250,F73
1803,2166,1,0,0,C58
1804,2167,0,2,250,F73
1805,2168,0,2,250,F73
1806,2169,1,0,0,C58
1807,2171,0,2,250,F73
1808,2172,1,0,0,C58
1809,2173,0,2,250,F73
1810,2174,0,2,250,F73
1811,2175,1,0,0,C58
1812,2177,0,2,250,F73
1813,2178,1,0,0,C58
1814,2179,0,2,250,F73
1815,2180,0,2,250,F73
1816,2181,1,0,0,C58
1817,2183,0,2,250,F73
1818,2184,1,0,0,C58
1819,2185,0,2,250,F73
1820,2186,0,2,250,F73
1821,2187,1,0,0,C58
1822,2189,0,2,250,F73
1823,2190,1,0,0,C58
1824,2191,0,2,250,F73
1825,2192,0,2,250,F73
1826,2193,1,0,0,C58
1827,2195,0,2,250,F73
1828,2196,1,0,0,C58
1829,2197,0,2,250,F73
1830,2198,0,2,250,F73
1831,2199,1,0,0,C58
1832,2201,0,2,250,F73
1833,2202,1,0,0,C58
1834,2203,0,2,250,F73
1835,2204,0,2,250,F73
1836,2205,1,0,0,C58
1837,2207,0,2,250,F73
1838,2208,1,0,0,C58
1839,2209,0,2,250,F73
1840,2210,0,2,250,F73
1841,2211,1,0,0,C58
1842,2213,0,2,250,F73
1843,2214,1,0,0,C58
1844,2215,0,2,250,F73
1845,2216,0,2,250,F73
1846,2217,1,0,0,C58
1847,2219,0,2,250,F73
1848,2220,1,0,0,C58
1849,2221,0,2,250,F73
1850,2222,0,2,250,F73
1851,2223,1,0,0,C58
1852,2225,0,2,250,F73
1853,2226,1,0,0,C58
1854,2227,0,2,250,F73
1855,2228,0,2,250,F73
1856,2229,1,0,0,C58
1857,2231,0,2,250,F73
1858,2232,1,0,0,C58
1859,2233,0,2,250,F73
1860,2234,0,2,250,F73
1861,2235,1,0,0,C58
1862,2237,0,2,250,F73
1863,2238,1,0,0,C58
1864,2239,0,2,250,F73
1865,2240,0,2,250,F73
1866,2241,1,0,0,C58
1867,2243,0,2,250,F73
1868,2244,1,0,0,C58
1869,2245,0,2,250,F73
1870,2246,0,2,250,F73
1871,2247,1,0,0,C58
1872,2249,0,2,250,F73
1873,2250,1,0,0,C58
